07-06-2019 10:40:30,124,0
07-06-2019 10:40:31,123,1
07-06-2019 10:40:32,119,1
07-06-2019 10:40:33,122,1
07-06-2019 10:40:34,122,1
07-06-2019 10:40:35,123,1
07-06-2019 10:40:36,122,1
07-06-2019 10:40:37,124,1
07-06-2019 10:40:38,124,1
07-06-2019 10:40:39,122,1
07-06-2019 10:40:40,123,1
07-06-2019 10:40:41,124,1
07-06-2019 10:40:42,123,1
07-06-2019 10:40:43,124,1
07-06-2019 10:40:44,123,1
07-06-2019 10:40:45,123,1
07-06-2019 10:40:46,123,1
07-06-2019 10:40:47,123,1
07-06-2019 10:40:48,122,1
07-06-2019 10:40:49,123,1
07-06-2019 10:40:50,122,1
07-06-2019 10:40:51,102,1
07-06-2019 10:40:52,123,1
07-06-2019 10:40:53,123,1
07-06-2019 10:40:54,120,1
07-06-2019 10:40:55,121,1
07-06-2019 10:40:56,122,1
07-06-2019 10:40:57,122,1
07-06-2019 10:40:58,118,1
07-06-2019 10:40:59,130,1
07-06-2019 10:41:00,821,1
07-06-2019 10:41:01,817,0
07-06-2019 10:41:02,866,0
07-06-2019 10:41:03,864,0
07-06-2019 10:41:04,874,0
07-06-2019 10:41:05,817,0
07-06-2019 10:41:06,801,0
07-06-2019 10:41:07,804,0
07-06-2019 10:41:08,811,0
07-06-2019 10:41:09,801,0
07-06-2019 10:41:10,774,0
07-06-2019 10:41:11,798,0
07-06-2019 10:41:12,572,0
07-06-2019 10:41:13,98,0
07-06-2019 10:41:14,109,1
07-06-2019 10:41:15,111,1
07-06-2019 10:41:16,109,1
07-06-2019 10:41:17,111,1
07-06-2019 10:41:18,106,1
07-06-2019 10:41:19,114,1
07-06-2019 10:41:20,111,1
07-06-2019 10:41:21,116,1
07-06-2019 10:41:22,115,1
