06-06-2019 22:04:10,394,0
06-06-2019 22:04:11,391,0
06-06-2019 22:04:12,395,0
06-06-2019 22:04:13,397,0
06-06-2019 22:04:14,164,0
06-06-2019 22:04:15,309,1
06-06-2019 22:04:16,393,0
06-06-2019 22:04:17,394,0
06-06-2019 22:04:18,391,0
06-06-2019 22:04:19,392,0
06-06-2019 22:04:20,393,0
06-06-2019 22:04:21,394,0
06-06-2019 22:04:22,397,0
06-06-2019 22:04:23,397,0
06-06-2019 22:04:24,396,0
06-06-2019 22:04:25,395,0
06-06-2019 22:04:26,394,0
06-06-2019 22:04:27,392,0
06-06-2019 22:04:28,393,0
06-06-2019 22:04:29,32,0
06-06-2019 22:04:30,32,1
06-06-2019 22:04:31,31,1
06-06-2019 22:04:32,31,1
06-06-2019 22:04:33,31,1
06-06-2019 22:04:34,31,1
06-06-2019 22:04:35,31,1
06-06-2019 22:04:36,32,1
06-06-2019 22:04:37,32,1
06-06-2019 22:04:38,32,1
06-06-2019 22:04:39,33,1
06-06-2019 22:04:40,33,1
06-06-2019 22:04:41,32,1
06-06-2019 22:04:42,32,1
06-06-2019 22:04:43,32,1
06-06-2019 22:04:44,33,1
06-06-2019 22:04:45,32,1
06-06-2019 22:04:46,33,1
06-06-2019 22:04:47,33,1
06-06-2019 22:04:48,32,1
06-06-2019 22:04:49,33,1
06-06-2019 22:04:50,33,1
06-06-2019 22:04:51,33,1
06-06-2019 22:04:52,33,1
06-06-2019 22:04:53,33,1
06-06-2019 22:04:54,33,1
06-06-2019 22:04:55,32,1
06-06-2019 22:04:56,30,1
06-06-2019 22:04:57,31,1
06-06-2019 22:04:58,31,1
06-06-2019 22:04:59,31,1
06-06-2019 22:05:00,31,1
06-06-2019 22:05:01,31,1
06-06-2019 22:05:02,31,1
06-06-2019 22:05:03,31,1
06-06-2019 22:05:04,31,1
06-06-2019 22:05:05,31,1
06-06-2019 22:05:06,31,1
06-06-2019 22:05:07,31,1
06-06-2019 22:05:08,31,1
06-06-2019 22:05:09,378,1
06-06-2019 22:05:10,415,0
06-06-2019 22:05:11,420,0
06-06-2019 22:05:12,422,0
06-06-2019 22:05:13,422,0
06-06-2019 22:05:14,420,0
06-06-2019 22:05:15,419,0
06-06-2019 22:05:16,417,0
06-06-2019 22:05:17,414,0
06-06-2019 22:05:18,414,0
06-06-2019 22:05:19,414,0
06-06-2019 22:05:20,415,0
06-06-2019 22:05:21,415,0
06-06-2019 22:05:22,414,0
06-06-2019 22:05:23,413,0
06-06-2019 22:05:24,411,0
06-06-2019 22:05:25,408,0
06-06-2019 22:05:26,407,0
06-06-2019 22:05:27,406,0
06-06-2019 22:05:28,406,0
06-06-2019 22:05:29,407,0
06-06-2019 22:05:30,407,0
06-06-2019 22:05:31,406,0
06-06-2019 22:05:32,405,0
06-06-2019 22:05:33,404,0
06-06-2019 22:05:34,403,0
06-06-2019 22:05:35,401,0
06-06-2019 22:05:36,401,0
06-06-2019 22:05:37,401,0
06-06-2019 22:05:38,402,0
06-06-2019 22:05:39,402,0
06-06-2019 22:05:40,402,0
06-06-2019 22:05:41,402,0
06-06-2019 22:05:42,400,0
06-06-2019 22:05:43,399,0
06-06-2019 22:05:44,398,0
06-06-2019 22:05:45,397,0
06-06-2019 22:05:46,398,0
06-06-2019 22:05:47,399,0
06-06-2019 22:05:48,399,0
06-06-2019 22:05:49,400,0
06-06-2019 22:05:50,399,0
06-06-2019 22:05:51,398,0
06-06-2019 22:05:52,397,0
06-06-2019 22:05:53,395,0
06-06-2019 22:05:54,395,0
06-06-2019 22:05:55,396,0
06-06-2019 22:05:56,397,0
06-06-2019 22:05:57,397,0
06-06-2019 22:05:58,397,0
06-06-2019 22:05:59,396,0
06-06-2019 22:06:00,395,0
06-06-2019 22:06:01,393,0
06-06-2019 22:06:02,393,0
06-06-2019 22:06:03,395,0
06-06-2019 22:06:04,396,0
06-06-2019 22:06:05,395,0
06-06-2019 22:06:06,395,0
06-06-2019 22:06:07,391,0
06-06-2019 22:06:08,390,0
06-06-2019 22:06:09,391,0
06-06-2019 22:06:10,392,0
06-06-2019 22:06:11,393,0
06-06-2019 22:06:12,393,0
06-06-2019 22:06:13,393,0
06-06-2019 22:06:14,391,0
06-06-2019 22:06:15,390,0
06-06-2019 22:06:16,391,0
06-06-2019 22:06:17,392,0
06-06-2019 22:06:18,392,0
06-06-2019 22:06:19,391,0
06-06-2019 22:06:20,390,0
06-06-2019 22:06:21,388,0
06-06-2019 22:06:22,389,0
06-06-2019 22:06:23,390,0
06-06-2019 22:06:24,391,0
06-06-2019 22:06:25,390,0
06-06-2019 22:06:26,389,0
06-06-2019 22:06:27,387,0
06-06-2019 22:06:28,388,0
06-06-2019 22:06:29,390,0
06-06-2019 22:06:30,390,0
06-06-2019 22:06:31,388,0
06-06-2019 22:06:32,387,0
06-06-2019 22:06:33,386,0
06-06-2019 22:06:34,387,0
06-06-2019 22:06:35,388,0
06-06-2019 22:06:36,385,0
06-06-2019 22:06:37,372,0
06-06-2019 22:06:38,346,0
06-06-2019 22:06:39,370,0
06-06-2019 22:06:40,382,0
06-06-2019 22:06:41,335,0
06-06-2019 22:06:42,141,0
06-06-2019 22:06:43,362,1
06-06-2019 22:06:44,385,0
06-06-2019 22:06:45,384,0
06-06-2019 22:06:46,385,0
06-06-2019 22:06:47,387,0
06-06-2019 22:06:48,386,0
06-06-2019 22:06:49,387,0
06-06-2019 22:06:50,384,0
06-06-2019 22:06:51,383,0
06-06-2019 22:06:52,385,0
06-06-2019 22:06:53,386,0
06-06-2019 22:06:54,386,0
06-06-2019 22:06:55,385,0
06-06-2019 22:06:56,384,0
06-06-2019 22:06:57,383,0
06-06-2019 22:06:58,383,0
06-06-2019 22:06:59,385,0
06-06-2019 22:07:00,375,0
06-06-2019 22:07:01,373,0
06-06-2019 22:07:02,370,0
06-06-2019 22:07:03,369,0
06-06-2019 22:07:04,378,0
06-06-2019 22:07:05,383,0
06-06-2019 22:07:06,384,0
06-06-2019 22:07:07,384,0
06-06-2019 22:07:08,383,0
06-06-2019 22:07:09,381,0
06-06-2019 22:07:10,377,0
06-06-2019 22:07:11,378,0
06-06-2019 22:07:12,379,0
06-06-2019 22:07:13,378,0
06-06-2019 22:07:14,375,0
06-06-2019 22:07:15,374,0
06-06-2019 22:07:16,372,0
06-06-2019 22:07:17,377,0
06-06-2019 22:07:18,379,0
06-06-2019 22:07:19,380,0
06-06-2019 22:07:20,379,0
06-06-2019 22:07:21,379,0
