05-06-2019 19:02:08,368,0
05-06-2019 19:02:09,371,0
05-06-2019 19:02:10,369,0
05-06-2019 19:02:11,370,0
05-06-2019 19:02:12,374,0
05-06-2019 19:02:13,371,0
05-06-2019 19:02:14,371,0
05-06-2019 19:02:15,372,0
05-06-2019 19:02:16,372,0
05-06-2019 19:02:17,373,0
05-06-2019 19:02:18,371,0
05-06-2019 19:02:19,372,0
05-06-2019 19:02:20,371,0
05-06-2019 19:02:21,371,0
05-06-2019 19:02:22,371,0
05-06-2019 19:02:23,371,0
05-06-2019 19:02:24,371,0
05-06-2019 19:02:25,371,0
05-06-2019 19:02:26,371,0
05-06-2019 19:02:27,371,0
05-06-2019 19:02:28,374,0
05-06-2019 19:02:29,377,0
05-06-2019 19:02:30,375,0
05-06-2019 19:02:31,374,0
05-06-2019 19:02:32,374,0
05-06-2019 19:02:33,374,0
05-06-2019 19:02:34,375,0
05-06-2019 19:02:35,375,0
05-06-2019 19:02:36,374,0
05-06-2019 19:02:37,374,0
05-06-2019 19:02:38,374,0
05-06-2019 19:02:39,375,0
05-06-2019 19:02:40,375,0
05-06-2019 19:02:41,374,0
05-06-2019 19:02:42,374,0
05-06-2019 19:02:43,373,0
05-06-2019 19:02:44,374,0
05-06-2019 19:02:45,374,0
05-06-2019 19:02:46,374,0
05-06-2019 19:02:47,374,0
05-06-2019 19:02:48,374,0
05-06-2019 19:02:49,374,0
05-06-2019 19:02:50,374,0
05-06-2019 19:02:51,374,0
05-06-2019 19:02:52,373,0
05-06-2019 19:02:53,369,0
05-06-2019 19:02:54,371,0
05-06-2019 19:02:55,373,0
05-06-2019 19:02:56,373,0
05-06-2019 19:02:57,374,0
05-06-2019 19:02:58,373,0
05-06-2019 19:02:59,372,0
05-06-2019 19:03:00,374,0
05-06-2019 19:03:01,373,0
05-06-2019 19:03:02,373,0
05-06-2019 19:03:03,373,0
05-06-2019 19:03:04,372,0
05-06-2019 19:03:05,373,0
05-06-2019 19:03:06,372,0
05-06-2019 19:03:07,373,0
05-06-2019 19:03:08,372,0
05-06-2019 19:03:09,372,0
05-06-2019 19:03:10,372,0
05-06-2019 19:03:11,372,0
05-06-2019 19:03:12,372,0
05-06-2019 19:03:13,372,0
05-06-2019 19:03:14,372,0
05-06-2019 19:03:15,372,0
05-06-2019 19:03:16,372,0
05-06-2019 19:03:17,372,0
05-06-2019 19:03:18,372,0
05-06-2019 19:03:19,372,0
05-06-2019 19:03:20,373,0
05-06-2019 19:03:21,372,0
05-06-2019 19:03:22,372,0
05-06-2019 19:03:23,372,0
05-06-2019 19:03:24,372,0
05-06-2019 19:03:25,372,0
05-06-2019 19:03:26,372,0
05-06-2019 19:03:27,372,0
05-06-2019 19:03:28,372,0
05-06-2019 19:03:29,372,0
05-06-2019 19:03:30,371,0
05-06-2019 19:03:31,371,0
05-06-2019 19:03:32,372,0
